0.04507607,-0.9999535,-0.8092832,-0.61520714
0.012975277,-0.9974938,-0.34079733,-0.523842
-0.113104105,-0.9907271,0.36952582,-0.34804648
-0.12649973,-0.97347397,0.2772618,-0.24961725
-0.14310436,-0.927244,0.21798807,-0.1594487
-0.1618473,-0.80734783,0.17204347,-0.07405569
-0.18186915,-0.5326357,0.13630295,0.0051822197
-0.20323484,-0.016480325,0.14093855,0.05540654
-0.25150764,0.739859,-0.053493366,0.07894404
-0.27450788,0.7120034,-0.0969134,0.07999216
-0.26396516,0.5456779,-0.18510053,-0.004541038
-0.076516055,-0.7772375,-0.40569523,-0.29510212
0.01417089,-0.9221813,0.096754655,-0.44858545
-0.13495417,-0.6052827,0.29219574,-0.074380755
-0.14511405,-0.08941535,0.140578,0.03811067
-0.17274395,0.1741254,0.08799507,0.15296051
-0.18656136,0.5679569,-0.1420149,0.13134843
0.004113472,-0.0988542,-0.44084156,-0.16700363
0.07054153,-0.5080048,0.16732804,-0.32054672
-0.029003797,-0.06904817,0.58454084,-0.30572143
-0.06586631,0.41182256,0.4166409,-0.1880719
-0.06711173,0.8997156,-0.12323891,-0.19192554
-0.059578437,0.904261,0.020252557,-0.23750485
-0.05221017,0.92169535,0.0058890646,-0.24756041
-0.044317864,0.9323742,-0.0028742026,-0.26358545
-0.038307685,0.93864167,-0.027240181,-0.2772437
-0.034185495,0.9378443,-0.0645408,-0.28947458
0.08818904,0.86842704,0.2521214,-0.26057333
0.067226276,0.94227225,0.022687089,-0.04365374
-0.1258554,0.9966454,0.17964381,0.33105287
0.02164169,0.99051565,0.081415206,0.04997325
-0.0011048014,0.99274325,0.09022765,0.04922405
-0.026429525,0.99384654,0.05948902,0.060932472
-0.2268035,0.9995958,0.17764816,0.2523892
-0.3163382,0.9999382,-0.12313727,0.23487654
-0.28017047,0.9996015,0.16234094,0.27977175
-0.3137421,0.99964213,0.039857034,0.33111233
-0.34639725,0.99960047,-0.0008524654,0.36083606
-0.3804421,0.99949837,-0.024136996,0.38876966
-0.41636696,0.9992847,-0.04682427,0.4246929
-0.42186698,0.9979677,-0.15414983,0.42891178
-0.4238813,0.9933681,-0.22027,0.38951328
-0.42230508,0.9773276,-0.2330248,0.3370783
-0.4122804,0.73172647,-0.29351062,0.42321587
-0.48435426,0.9407507,-0.6237577,0.2828694
-0.2305944,-0.91459835,-0.84039325,0.25489518
-0.33299786,-0.31380835,-0.8249552,0.1671818
-0.25567406,-0.48826468,-0.8266957,-0.1435743
-0.22287385,-0.27330214,-0.83352137,-0.22885647
-0.18028106,-0.03852854,-0.8410721,-0.31472254
-0.13301942,0.14476648,-0.85078984,-0.38527322
-0.030873973,0.18191311,-0.8062308,-0.41854674
0.011276825,0.09242188,-0.7868954,-0.36214167
-0.054994117,0.9155016,-0.738474,-0.55333835
-0.053887405,0.53990644,-0.5991591,-0.40865403
-0.05871639,-0.13376176,-0.5901148,-0.4473563
-0.05414104,-0.59084636,-0.62784296,-0.51572263
-0.025863422,-0.20712572,-0.5837768,-0.6947076
-0.0045637917,-0.4274182,-0.4682532,-0.6668758
0.004230176,-0.25114813,-0.23598965,-0.6930154
0.01565692,-0.06012356,0.045075353,-0.7065662
0.08961518,-0.5502211,0.38855213,-0.6571406
0.095107004,-0.18677557,0.34349945,-0.58997035
0.094619244,0.21616316,0.31471854,-0.5145234
0.06604194,0.332521,0.31646302,-0.38816065
0.18587692,-0.069631465,-0.34189907,-0.442532
0.08627704,0.53378993,-0.25345764,-0.4056483
0.09497468,0.46817958,-0.07647572,-0.4422009
0.12182727,0.4153019,-0.03764249,-0.46649584
0.15051377,0.37126604,-0.046277452,-0.47903132
0.24361725,0.27636468,0.2933655,-0.4984735
0.2439139,0.69703627,0.016599203,-0.41957775
0.18862045,0.8199554,0.08087711,-0.021115204
0.1477312,0.9109916,0.2711405,0.0149910245
0.12150349,0.9489843,0.08964768,0.083514236
0.093849994,0.9732762,0.025503334,0.08369911
0.07454493,0.9848697,0.025079861,0.059652276
0.05744958,0.9905955,0.03927293,0.03765139
0.0411165,0.99368286,0.051872842,0.02330495
0.024566893,0.9955361,0.056933384,0.015910922
0.0074357213,0.99648803,0.05745331,0.02185411
-0.010990535,0.9971668,0.053867288,0.02929478
-0.031109871,0.9976559,0.04430674,0.039292376
-0.052906923,0.99798775,0.03204339,0.050546642
-0.076278225,0.9982008,0.012548384,0.06394772
-0.10102785,0.9983005,-0.0034610492,0.07810797
-0.297268,0.9998768,0.114313535,0.27395737
-0.32803428,0.99988776,0.019417021,0.30908772
-0.35811326,0.99987704,-0.025896465,0.33851403
-0.38934118,0.9998441,-0.05301791,0.3712982
-0.41773272,0.999097,-0.111427195,0.53922164
-0.4268813,0.9967825,-0.14456432,0.5391343
-0.4342396,0.9880968,-0.17918777,0.5185001
-0.43962082,0.95429677,-0.18053527,0.49220303
-0.44452456,0.8361885,-0.18007854,0.46533507
-0.44919094,0.5034682,-0.17879091,0.43822545
-0.4541343,-0.09025259,-0.1768232,0.4115522
-0.5197884,0.9413296,-0.7686229,0.16999516
-0.4693106,0.66847664,-0.91900533,0.31564555
-0.3513076,-0.08485215,-0.90096277,-0.1228721
-0.31787273,-0.11669951,-0.9119692,-0.24923281
-0.27533296,0.09584496,-0.9156619,-0.3803733
-0.2325886,0.2598966,-0.89355457,-0.44456828
-0.1890697,-0.14392373,-0.8955393,-0.37786582
-0.13317649,-0.30079982,-0.9194128,-0.45350465
-0.097458206,-0.22269647,-0.90505385,-0.5149734
-0.0883282,0.44745186,-0.81218475,-0.65534705
-0.07077138,-0.1873225,-0.75122344,-0.5419282
-0.042029314,-0.23869291,-0.72927475,-0.64084893
-0.025337577,-0.058237962,-0.6545458,-0.6901088
-0.011788001,0.17875543,-0.52767336,-0.7210635
0.033619944,-0.5857073,-0.25555933,-0.62581915
0.081113406,-0.5600052,-0.15994208,-0.6727481
0.2515031,-0.9144954,-0.11691871,-0.73504007
0.26779163,-0.8578333,0.13543695,-0.72471267
0.25876188,-0.63981843,0.1473968,-0.6581373
0.109441735,0.6969789,0.39833465,-0.49994475
0.23496881,0.44905612,-0.10625556,-0.5056988
0.17803465,0.8443287,-0.020196596,-0.13843432
0.17372061,0.85292566,0.020274661,-0.042488042
0.15786228,0.87550175,0.0337094,0.022305453
0.13849375,0.9087885,0.053740725,0.034615748
0.117470905,0.93785894,0.05086982,0.04612996
0.09626804,0.9597855,0.046182584,0.050677434
0.07492335,0.9746214,0.04439105,0.047691986
0.053932186,0.9838565,0.046228234,0.040867086
0.033178486,0.9894999,0.04916285,0.032725386
0.012773221,0.99301887,0.0498071,0.024380233
-0.0075428844,0.99457276,0.051486284,0.03281973
-0.029498495,0.9955811,0.043713678,0.047285017
-0.053268418,0.99627805,0.031941943,0.063517034
-0.07878533,0.99671334,0.01762863,0.08292442
-0.10621352,0.99691755,0.0031241225,0.10549188
-0.1358154,0.9969077,-0.011820168,0.13066714
-0.16813847,0.99666655,-0.026356775,0.1575796
-0.2032469,0.9960558,-0.043551072,0.19157551
-0.2411086,0.99466056,-0.065352194,0.23883398
-0.3072368,0.99358773,-0.43996018,0.3357121
-0.26730144,0.9657032,-0.7648317,0.3369201
-0.39756763,0.9849481,-0.75022584,0.41143218
-0.37136382,0.91619444,-0.79094154,0.32965314
-0.12749548,-0.8804208,-0.8049906,0.17333858
-0.049080424,-0.9142481,-0.82014096,-0.10349809
-0.19639768,-0.09466207,-0.7275365,-0.0031774235
-0.118642926,-0.27914426,-0.69038326,-0.22982495
-0.08375933,-0.08857135,-0.6620695,-0.29986113
-0.033750206,-0.11322624,-0.693758,-0.3134218
-0.013316969,0.18579127,-0.67352986,-0.36040437
-0.030452332,0.15415162,-0.7060269,-0.29016498
-0.029708879,-0.33469206,-0.74646884,-0.29369235
0.058096405,-0.3670188,-0.7751524,-0.5190181
0.026648112,0.8132365,-0.77039057,-0.64863724
0.036496457,-0.072829574,-0.57125413,-0.48155814
0.037178062,-0.624303,-0.56059146,-0.537859
0.08591696,-0.70093745,-0.49449536,-0.66223127
0.15746434,-0.93657184,0.18048212,-0.6744061
0.096595235,-0.5413763,0.14502127,-0.68049663
0.1565388,-0.8285023,0.4477463,-0.60958534
0.13484415,-0.6045767,0.33910096,-0.52198565
0.11192085,-0.23665014,0.27829427,-0.436363
0.08750614,0.2134736,0.24281785,-0.34852514
0.051632848,0.3258685,0.29736793,-0.21691567
-0.004363219,-0.0005206912,0.18406953,-0.035644744
0.10866056,-0.03827147,-0.56541556,-0.24190931
0.12047861,-0.19813968,0.040192816,-0.3697787
-0.048928678,0.90176857,0.26173037,-0.18383749
